tanggal,komoditas,lokasi,harga
2026-07-19,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20600
2026-07-19,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-07-19,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,46667
2026-07-19,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13107
2026-07-19,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11967
2026-07-19,Margarin Blueband Cup,Rata-rata DKI Jakarta,17867
2026-07-19,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10417
2026-07-19,Beras Medium,Rata-rata DKI Jakarta,14000
2026-07-19,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18833
2026-07-19,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,23667
2026-07-19,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17688
2026-07-19,Daging Sapi,Rata-rata DKI Jakarta,137778
2026-07-19,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,38333
2026-07-19,Ikan Kembung,Rata-rata DKI Jakarta,48333
2026-07-19,Kacang Kedelai,Rata-rata DKI Jakarta,21000
2026-07-20,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15602
2026-07-20,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14709
2026-07-20,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13979
2026-07-20,Beras Muncul I,Rata-rata DKI Jakarta,15750
2026-07-20,Beras IR 42/Pera,Rata-rata DKI Jakarta,16474
2026-07-20,Beras Setra I/Premium,Rata-rata DKI Jakarta,16960
2026-07-20,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21685
2026-07-20,Cabe Merah Keriting,Rata-rata DKI Jakarta,46021
2026-07-20,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,50733
2026-07-20,Cabe Rawit Merah,Rata-rata DKI Jakarta,56591
2026-07-20,Cabe Rawit Hijau,Rata-rata DKI Jakarta,56914
2026-07-20,Bawang Merah,Rata-rata DKI Jakarta,47427
2026-07-20,Bawang Putih,Rata-rata DKI Jakarta,44427
2026-07-20,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,152279
2026-07-20,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,148124
2026-07-20,Ayam Broiler/Ras,Rata-rata DKI Jakarta,41987
2026-07-20,Telur Ayam Ras,Rata-rata DKI Jakarta,26472
2026-07-20,Gula Pasir,Rata-rata DKI Jakarta,18624
2026-07-20,Tepung Terigu,Rata-rata DKI Jakarta,11410
2026-07-20,Garam Dapur,Rata-rata DKI Jakarta,4609
2026-07-20,Kentang (sedang),Rata-rata DKI Jakarta,19482
2026-07-20,Tomat Buah,Rata-rata DKI Jakarta,18672
2026-07-20,Kelapa Kupas,Rata-rata DKI Jakarta,14613
2026-07-20,Semangka,Rata-rata DKI Jakarta,13567
2026-07-20,Jeruk Medan,Rata-rata DKI Jakarta,31733
2026-07-20,Daging Kambing,Rata-rata DKI Jakarta,152400
2026-07-20,Daging Babi Berlemak,Rata-rata DKI Jakarta,79625
2026-07-20,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,43536
2026-07-20,Ikan Mas,Rata-rata DKI Jakarta,41953
2026-07-20,Ikan Lele,Rata-rata DKI Jakarta,30847
2026-07-20,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20533
2026-07-20,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-07-20,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,52250
2026-07-20,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13278
2026-07-20,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,12067
2026-07-20,Margarin Blueband Cup,Rata-rata DKI Jakarta,18090
2026-07-20,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10563
2026-07-20,Beras Medium,Rata-rata DKI Jakarta,13500
2026-07-20,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18813
2026-07-20,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,23146
2026-07-20,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17300
2026-07-20,Daging Sapi,Rata-rata DKI Jakarta,149583
2026-07-20,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,38958
2026-07-20,Ikan Kembung,Rata-rata DKI Jakarta,46250
2026-07-20,Kacang Kedelai,Rata-rata DKI Jakarta,17917
2026-07-21,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15562
2026-07-21,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14625
2026-07-21,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13842
2026-07-21,Beras Muncul I,Rata-rata DKI Jakarta,15389
2026-07-21,Beras IR 42/Pera,Rata-rata DKI Jakarta,16558
2026-07-21,Beras Setra I/Premium,Rata-rata DKI Jakarta,17000
2026-07-21,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21517
2026-07-21,Cabe Merah Keriting,Rata-rata DKI Jakarta,45514
2026-07-21,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,51767
2026-07-21,Cabe Rawit Merah,Rata-rata DKI Jakarta,55762
2026-07-21,Cabe Rawit Hijau,Rata-rata DKI Jakarta,59071
2026-07-21,Bawang Merah,Rata-rata DKI Jakarta,47317
2026-07-21,Bawang Putih,Rata-rata DKI Jakarta,43586
2026-07-21,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,152548
2026-07-21,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,147976
2026-07-21,Ayam Broiler/Ras,Rata-rata DKI Jakarta,42395
2026-07-21,Telur Ayam Ras,Rata-rata DKI Jakarta,27014
2026-07-21,Gula Pasir,Rata-rata DKI Jakarta,18647
2026-07-21,Tepung Terigu,Rata-rata DKI Jakarta,11483
2026-07-21,Garam Dapur,Rata-rata DKI Jakarta,4850
2026-07-21,Kentang (sedang),Rata-rata DKI Jakarta,19967
2026-07-21,Tomat Buah,Rata-rata DKI Jakarta,18433
2026-07-21,Kelapa Kupas,Rata-rata DKI Jakarta,14533
2026-07-21,Semangka,Rata-rata DKI Jakarta,13558
2026-07-21,Jeruk Medan,Rata-rata DKI Jakarta,31567
2026-07-21,Daging Kambing,Rata-rata DKI Jakarta,152500
2026-07-21,Daging Babi Berlemak,Rata-rata DKI Jakarta,104833
2026-07-21,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,42786
2026-07-21,Ikan Mas,Rata-rata DKI Jakarta,42237
2026-07-21,Ikan Lele,Rata-rata DKI Jakarta,31033
2026-07-21,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20500
2026-07-21,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-07-21,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,41800
2026-07-21,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13473
2026-07-21,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,12067
2026-07-21,Margarin Blueband Cup,Rata-rata DKI Jakarta,18250
2026-07-21,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10717
2026-07-21,Beras Medium,Rata-rata DKI Jakarta,13000
2026-07-21,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18854
2026-07-21,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22542
2026-07-21,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17038
2026-07-21,Daging Sapi,Rata-rata DKI Jakarta,150000
2026-07-21,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,38333
2026-07-21,Ikan Kembung,Rata-rata DKI Jakarta,46250
2026-07-21,Kacang Kedelai,Rata-rata DKI Jakarta,18167
2026-07-22,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15702
2026-07-22,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14600
2026-07-22,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13924
2026-07-22,Beras Muncul I,Rata-rata DKI Jakarta,15317
2026-07-22,Beras IR 42/Pera,Rata-rata DKI Jakarta,16293
2026-07-22,Beras Setra I/Premium,Rata-rata DKI Jakarta,16730
2026-07-22,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21691
2026-07-22,Cabe Merah Keriting,Rata-rata DKI Jakarta,45097
2026-07-22,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,50467
2026-07-22,Cabe Rawit Merah,Rata-rata DKI Jakarta,54941
2026-07-22,Cabe Rawit Hijau,Rata-rata DKI Jakarta,58552
2026-07-22,Bawang Merah,Rata-rata DKI Jakarta,47746
2026-07-22,Bawang Putih,Rata-rata DKI Jakarta,44079
2026-07-22,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,153298
2026-07-22,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,147595
2026-07-22,Ayam Broiler/Ras,Rata-rata DKI Jakarta,41595
2026-07-22,Telur Ayam Ras,Rata-rata DKI Jakarta,27285
2026-07-22,Gula Pasir,Rata-rata DKI Jakarta,18739
2026-07-22,Tepung Terigu,Rata-rata DKI Jakarta,11430
2026-07-22,Garam Dapur,Rata-rata DKI Jakarta,4773
2026-07-22,Kentang (sedang),Rata-rata DKI Jakarta,19270
2026-07-22,Tomat Buah,Rata-rata DKI Jakarta,18543
2026-07-22,Kelapa Kupas,Rata-rata DKI Jakarta,14543
2026-07-22,Semangka,Rata-rata DKI Jakarta,13543
2026-07-22,Jeruk Medan,Rata-rata DKI Jakarta,31550
2026-07-22,Daging Kambing,Rata-rata DKI Jakarta,152833
2026-07-22,Daging Babi Berlemak,Rata-rata DKI Jakarta,104500
2026-07-22,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,43652
2026-07-22,Ikan Mas,Rata-rata DKI Jakarta,41923
2026-07-22,Ikan Lele,Rata-rata DKI Jakarta,30513
2026-07-22,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20533
2026-07-22,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-07-22,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,51250
2026-07-22,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13301
2026-07-22,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,12900
2026-07-22,Margarin Blueband Cup,Rata-rata DKI Jakarta,17933
2026-07-22,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10533
2026-07-22,Beras Medium,Rata-rata DKI Jakarta,14000
2026-07-22,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18938
2026-07-22,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22750
2026-07-22,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,16692
2026-07-22,Daging Sapi,Rata-rata DKI Jakarta,150000
2026-07-22,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,36667
2026-07-22,Ikan Kembung,Rata-rata DKI Jakarta,46250
2026-07-22,Kacang Kedelai,Rata-rata DKI Jakarta,19222
2026-07-23,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15595
2026-07-23,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14642
2026-07-23,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13922
2026-07-23,Beras Muncul I,Rata-rata DKI Jakarta,15458
2026-07-23,Beras IR 42/Pera,Rata-rata DKI Jakarta,16292
2026-07-23,Beras Setra I/Premium,Rata-rata DKI Jakarta,17050
2026-07-23,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21583
2026-07-23,Cabe Merah Keriting,Rata-rata DKI Jakarta,44681
2026-07-23,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,49767
2026-07-23,Cabe Rawit Merah,Rata-rata DKI Jakarta,55417
2026-07-23,Cabe Rawit Hijau,Rata-rata DKI Jakarta,58119
2026-07-23,Bawang Merah,Rata-rata DKI Jakarta,46959
2026-07-23,Bawang Putih,Rata-rata DKI Jakarta,43714
2026-07-23,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,149857
2026-07-23,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,147909
2026-07-23,Ayam Broiler/Ras,Rata-rata DKI Jakarta,42395
2026-07-23,Telur Ayam Ras,Rata-rata DKI Jakarta,27262
2026-07-23,Gula Pasir,Rata-rata DKI Jakarta,18606
2026-07-23,Tepung Terigu,Rata-rata DKI Jakarta,11517
2026-07-23,Garam Dapur,Rata-rata DKI Jakarta,4725
2026-07-23,Kentang (sedang),Rata-rata DKI Jakarta,19667
2026-07-23,Tomat Buah,Rata-rata DKI Jakarta,18433
2026-07-23,Kelapa Kupas,Rata-rata DKI Jakarta,14567
2026-07-23,Semangka,Rata-rata DKI Jakarta,13758
2026-07-23,Jeruk Medan,Rata-rata DKI Jakarta,31733
2026-07-23,Daging Kambing,Rata-rata DKI Jakarta,152417
2026-07-23,Daging Babi Berlemak,Rata-rata DKI Jakarta,100875
2026-07-23,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,44153
2026-07-23,Ikan Mas,Rata-rata DKI Jakarta,41817
2026-07-23,Ikan Lele,Rata-rata DKI Jakarta,31183
2026-07-23,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20633
2026-07-23,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-07-23,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,51250
2026-07-23,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13269
2026-07-23,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11567
2026-07-23,Margarin Blueband Cup,Rata-rata DKI Jakarta,18217
2026-07-23,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10533
2026-07-23,Beras Medium,Rata-rata DKI Jakarta,13833
2026-07-23,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18817
2026-07-23,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22767
2026-07-23,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17013
2026-07-23,Daging Sapi,Rata-rata DKI Jakarta,148667
2026-07-23,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,39500
2026-07-23,Ikan Kembung,Rata-rata DKI Jakarta,49000
2026-07-23,Kacang Kedelai,Rata-rata DKI Jakarta,17533
2026-07-24,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15508
2026-07-24,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14412
2026-07-24,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13707
2026-07-24,Beras Muncul I,Rata-rata DKI Jakarta,15650
2026-07-24,Beras IR 42/Pera,Rata-rata DKI Jakarta,16012
2026-07-24,Beras Setra I/Premium,Rata-rata DKI Jakarta,16803
2026-07-24,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21753
2026-07-24,Cabe Merah Keriting,Rata-rata DKI Jakarta,44488
2026-07-24,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,49417
2026-07-24,Cabe Rawit Merah,Rata-rata DKI Jakarta,54533
2026-07-24,Cabe Rawit Hijau,Rata-rata DKI Jakarta,56200
2026-07-24,Bawang Merah,Rata-rata DKI Jakarta,45713
2026-07-24,Bawang Putih,Rata-rata DKI Jakarta,43794
2026-07-24,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,151700
2026-07-24,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,147143
2026-07-24,Ayam Broiler/Ras,Rata-rata DKI Jakarta,41549
2026-07-24,Telur Ayam Ras,Rata-rata DKI Jakarta,27335
2026-07-24,Gula Pasir,Rata-rata DKI Jakarta,18414
2026-07-24,Tepung Terigu,Rata-rata DKI Jakarta,11450
2026-07-24,Garam Dapur,Rata-rata DKI Jakarta,4643
2026-07-24,Kentang (sedang),Rata-rata DKI Jakarta,18930
2026-07-24,Tomat Buah,Rata-rata DKI Jakarta,17160
2026-07-24,Kelapa Kupas,Rata-rata DKI Jakarta,14607
2026-07-24,Semangka,Rata-rata DKI Jakarta,13908
2026-07-24,Jeruk Medan,Rata-rata DKI Jakarta,32300
2026-07-24,Daging Kambing,Rata-rata DKI Jakarta,143400
2026-07-24,Daging Babi Berlemak,Rata-rata DKI Jakarta,99833
2026-07-24,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,46052
2026-07-24,Ikan Mas,Rata-rata DKI Jakarta,41570
2026-07-24,Ikan Lele,Rata-rata DKI Jakarta,30733
2026-07-24,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20733
2026-07-24,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45500
2026-07-24,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,47500
2026-07-24,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,12979
2026-07-24,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11567
2026-07-24,Margarin Blueband Cup,Rata-rata DKI Jakarta,17250
2026-07-24,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10050
2026-07-24,Beras Medium,Rata-rata DKI Jakarta,13875
2026-07-24,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18867
2026-07-24,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,23067
2026-07-24,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17223
2026-07-24,Daging Sapi,Rata-rata DKI Jakarta,140667
2026-07-24,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,38000
2026-07-24,Ikan Kembung,Rata-rata DKI Jakarta,50400
2026-07-24,Kacang Kedelai,Rata-rata DKI Jakarta,17333
2026-07-26,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15808
2026-07-26,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14642
2026-07-26,Beras IR. III (IR 64),Rata-rata DKI Jakarta,14150
2026-07-26,Beras Muncul I,Rata-rata DKI Jakarta,15833
2026-07-26,Beras IR 42/Pera,Rata-rata DKI Jakarta,16287
2026-07-26,Beras Setra I/Premium,Rata-rata DKI Jakarta,17150
2026-07-26,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21653
2026-07-26,Cabe Merah Keriting,Rata-rata DKI Jakarta,45067
2026-07-26,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,50583
2026-07-26,Cabe Rawit Merah,Rata-rata DKI Jakarta,54667
2026-07-26,Cabe Rawit Hijau,Rata-rata DKI Jakarta,56609
2026-07-26,Bawang Merah,Rata-rata DKI Jakarta,46543
2026-07-26,Bawang Putih,Rata-rata DKI Jakarta,43968
2026-07-26,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,153500
2026-07-26,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,148643
2026-07-26,Ayam Broiler/Ras,Rata-rata DKI Jakarta,42518
2026-07-26,Telur Ayam Ras,Rata-rata DKI Jakarta,27322
2026-07-26,Gula Pasir,Rata-rata DKI Jakarta,18828
2026-07-26,Tepung Terigu,Rata-rata DKI Jakarta,11397
2026-07-26,Garam Dapur,Rata-rata DKI Jakarta,4863
2026-07-26,Kentang (sedang),Rata-rata DKI Jakarta,19727
2026-07-26,Tomat Buah,Rata-rata DKI Jakarta,18088
2026-07-26,Kelapa Kupas,Rata-rata DKI Jakarta,14753
2026-07-26,Semangka,Rata-rata DKI Jakarta,14000
2026-07-26,Jeruk Medan,Rata-rata DKI Jakarta,32400
2026-07-26,Daging Kambing,Rata-rata DKI Jakarta,152667
2026-07-26,Daging Babi Berlemak,Rata-rata DKI Jakarta,104778
2026-07-26,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,42336
2026-07-26,Ikan Mas,Rata-rata DKI Jakarta,42267
2026-07-26,Ikan Lele,Rata-rata DKI Jakarta,30500
2026-07-26,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20500
2026-07-26,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-07-26,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,51250
2026-07-26,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13333
2026-07-26,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11917
2026-07-26,Margarin Blueband Cup,Rata-rata DKI Jakarta,18000
2026-07-26,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10617
2026-07-26,Beras Medium,Rata-rata DKI Jakarta,14000
2026-07-26,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18667
2026-07-26,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22958
2026-07-26,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17629
2026-07-26,Daging Sapi,Rata-rata DKI Jakarta,149444
2026-07-26,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,40833
2026-07-26,Ikan Kembung,Rata-rata DKI Jakarta,48333
2026-07-26,Kacang Kedelai,Rata-rata DKI Jakarta,18556
2026-07-27,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15662
2026-07-27,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14625
2026-07-27,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13980
2026-07-27,Beras Muncul I,Rata-rata DKI Jakarta,15611
2026-07-27,Beras IR 42/Pera,Rata-rata DKI Jakarta,16545
2026-07-27,Beras Setra I/Premium,Rata-rata DKI Jakarta,17050
2026-07-27,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21621
2026-07-27,Cabe Merah Keriting,Rata-rata DKI Jakarta,45326
2026-07-27,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,49917
2026-07-27,Cabe Rawit Merah,Rata-rata DKI Jakarta,54976
2026-07-27,Cabe Rawit Hijau,Rata-rata DKI Jakarta,57833
2026-07-27,Bawang Merah,Rata-rata DKI Jakarta,45652
2026-07-27,Bawang Putih,Rata-rata DKI Jakarta,43321
2026-07-27,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,153167
2026-07-27,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,148076
2026-07-27,Ayam Broiler/Ras,Rata-rata DKI Jakarta,42462
2026-07-27,Telur Ayam Ras,Rata-rata DKI Jakarta,27759
2026-07-27,Gula Pasir,Rata-rata DKI Jakarta,18729
2026-07-27,Tepung Terigu,Rata-rata DKI Jakarta,11450
2026-07-27,Garam Dapur,Rata-rata DKI Jakarta,4767
2026-07-27,Kentang (sedang),Rata-rata DKI Jakarta,19333
2026-07-27,Tomat Buah,Rata-rata DKI Jakarta,18188
2026-07-27,Kelapa Kupas,Rata-rata DKI Jakarta,14533
2026-07-27,Semangka,Rata-rata DKI Jakarta,13758
2026-07-27,Jeruk Medan,Rata-rata DKI Jakarta,31567
2026-07-27,Daging Kambing,Rata-rata DKI Jakarta,152750
2026-07-27,Daging Babi Berlemak,Rata-rata DKI Jakarta,104500
2026-07-27,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,42653
2026-07-27,Ikan Mas,Rata-rata DKI Jakarta,42150
2026-07-27,Ikan Lele,Rata-rata DKI Jakarta,30933
2026-07-27,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20500
2026-07-27,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-07-27,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,51250
2026-07-27,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13278
2026-07-27,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11867
2026-07-27,Margarin Blueband Cup,Rata-rata DKI Jakarta,18450
2026-07-27,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10617
2026-07-27,Beras Medium,Rata-rata DKI Jakarta,14000
2026-07-27,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18771
2026-07-27,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,23000
2026-07-27,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17342
2026-07-27,Daging Sapi,Rata-rata DKI Jakarta,149583
2026-07-27,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,40625
2026-07-27,Ikan Kembung,Rata-rata DKI Jakarta,46250
2026-07-27,Kacang Kedelai,Rata-rata DKI Jakarta,18167
2026-07-28,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15537
2026-07-28,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14547
2026-07-28,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13839
2026-07-28,Beras Muncul I,Rata-rata DKI Jakarta,15456
2026-07-28,Beras IR 42/Pera,Rata-rata DKI Jakarta,16492
2026-07-28,Beras Setra I/Premium,Rata-rata DKI Jakarta,17084
2026-07-28,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21651
2026-07-28,Cabe Merah Keriting,Rata-rata DKI Jakarta,47129
2026-07-28,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,50167
2026-07-28,Cabe Rawit Merah,Rata-rata DKI Jakarta,57565
2026-07-28,Cabe Rawit Hijau,Rata-rata DKI Jakarta,57537
2026-07-28,Bawang Merah,Rata-rata DKI Jakarta,45897
2026-07-28,Bawang Putih,Rata-rata DKI Jakarta,43646
2026-07-28,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,150350
2026-07-28,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,148143
2026-07-28,Ayam Broiler/Ras,Rata-rata DKI Jakarta,42566
2026-07-28,Telur Ayam Ras,Rata-rata DKI Jakarta,27373
2026-07-28,Gula Pasir,Rata-rata DKI Jakarta,18601
2026-07-28,Tepung Terigu,Rata-rata DKI Jakarta,11440
2026-07-28,Garam Dapur,Rata-rata DKI Jakarta,4831
2026-07-28,Kentang (sedang),Rata-rata DKI Jakarta,19456
2026-07-28,Tomat Buah,Rata-rata DKI Jakarta,18153
2026-07-28,Kelapa Kupas,Rata-rata DKI Jakarta,14477
2026-07-28,Semangka,Rata-rata DKI Jakarta,13400
2026-07-28,Jeruk Medan,Rata-rata DKI Jakarta,31987
2026-07-28,Daging Kambing,Rata-rata DKI Jakarta,152900
2026-07-28,Daging Babi Berlemak,Rata-rata DKI Jakarta,104833
2026-07-28,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,42222
2026-07-28,Ikan Mas,Rata-rata DKI Jakarta,42257
2026-07-28,Ikan Lele,Rata-rata DKI Jakarta,30860
2026-07-28,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20533
2026-07-28,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-07-28,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,54667
2026-07-28,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13266
2026-07-28,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11867
2026-07-28,Margarin Blueband Cup,Rata-rata DKI Jakarta,17957
2026-07-28,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10779
2026-07-28,Beras Medium,Rata-rata DKI Jakarta,13500
2026-07-28,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18729
2026-07-28,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,23000
2026-07-28,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17300
2026-07-28,Daging Sapi,Rata-rata DKI Jakarta,149583
2026-07-28,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,42500
2026-07-28,Ikan Kembung,Rata-rata DKI Jakarta,46250
2026-07-28,Kacang Kedelai,Rata-rata DKI Jakarta,18167
2026-07-29,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15648
2026-07-29,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14732
2026-07-29,Beras IR. III (IR 64),Rata-rata DKI Jakarta,14012
